county,n_features,elapsed_s,output_path
Wicomico,0,0.01,
Wilbarger,0,0.01,
Wilcox,0,0.01,
Wilcox,0,0.01,
Wilkes,0,0.01,
Wilkes,0,0.01,
Wilkin,0,0.01,
Wilkinson,0,0.01,
Wilkinson,0,0.01,
Will,0,0.01,
Willacy,0,0.01,
Williams,0,0.01,
Williams,0,0.01,
Williamsburg,0,0.01,
Williamsburg,0,0.01,
Williamson,0,0.01,
Williamson,0,0.01,
Williamson,0,0.01,
Wilson,0,0.01,
Wilson,0,0.01,
Wilson,0,0.01,
Wilson,0,0.01,
Winchester,0,0.01,
Windham,0,0.01,
Windham,0,0.01,
Windsor,0,0.01,
Winkler,0,0.01,
Winn,0,0.01,
Winnebago,0,0.01,
Winnebago,0,0.01,
Winnebago,0,0.02,
Winneshiek,0,0.01,
Winona,0,0.01,
Winston,0,0.01,
Winston,0,0.01,
Wirt,0,0.01,
Wise,0,0.01,
Wise,0,0.01,
Wolfe,0,0.01,
Wood,0,0.01,
Wood,0,0.01,
Wood,0,0.01,
Wood,0,0.01,
Woodbury,0,0.01,
Woodford,0,0.01,
Woodford,0,0.01,
Woodruff,0,0.01,
Woods,0,0.01,
Woodson,0,0.01,
Woodward,0,0.01,
Worcester,0,0.01,
Worcester,0,0.01,
Worth,0,0.01,
Worth,0,0.01,
Worth,0,0.01,
Wrangell,0,0.01,
Wright,0,0.01,
Wright,0,0.01,
Wright,0,0.01,
Wyandot,0,0.01,
Wyandotte,0,0.01,
Wyoming,0,0.01,
Wyoming,0,0.01,
Wyoming,0,0.01,
Wythe,0,0.01,
Yabucoa,0,0.01,
Yadkin,0,0.01,
Yakima,0,0.01,
Yakutat,0,0.01,
Yalobusha,0,0.01,
Yamhill,0,0.01,
Yancey,0,0.01,
Yankton,0,0.01,
Yates,0,0.01,
Yauco,0,0.01,
Yavapai,0,0.01,
Yazoo,0,0.01,
Yell,0,0.01,
Yellow Medicine,0,0.01,
Yellowstone,0,0.01,
Yoakum,0,0.01,
Yolo,1147,0.08,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Yolo\Yolo_waterbodies.shp
York,0,0.01,
York,0,0.01,
York,0,0.01,
York,0,0.01,
York,0,0.01,
Young,0,0.01,
Yuba,1339,0.05,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Yuba\Yuba_waterbodies.shp
Yukon-Koyukuk,0,0.01,
Yuma,0,0.01,
Yuma,19,0.04,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Yuma\Yuma_waterbodies.shp
Zapata,0,0.01,
Zavala,0,0.01,
Ziebach,0,0.01,
